epoch, wall, LR,training_loss_f,training_loss_e,training_loss,training_O_f_rmse,training_H_f_rmse,training_K_f_rmse,training_Cl_f_rmse,training_psavg_f_rmse,training_e/N_rmse,validation_loss_f,validation_loss_e,validation_loss,validation_O_f_rmse,validation_H_f_rmse,validation_K_f_rmse,validation_Cl_f_rmse,validation_psavg_f_rmse,validation_e/N_rmse
        96, 1855.175,     0.01,       0.00077234,       1.6209e-05,          0.07725,       0.0289,       0.0207,       0.0194,       0.0191,        0.022,      0.00324,        0.0005996,       2.0138e-07,         0.059961,        0.024,       0.0171,       0.0194,        0.018,       0.0196,     0.000362
        97, 1874.380,     0.01,       0.00079096,       1.3825e-05,         0.079109,       0.0291,        0.021,       0.0193,       0.0197,       0.0223,      0.00299,       0.00059506,       5.2977e-07,         0.059507,       0.0239,        0.017,       0.0193,       0.0179,       0.0195,     0.000587
        98, 1893.563,     0.01,       0.00083916,        2.809e-05,         0.083944,       0.0312,       0.0221,       0.0191,       0.0188,       0.0228,      0.00427,       0.00059127,        4.585e-07,         0.059128,       0.0238,        0.017,       0.0192,       0.0179,       0.0195,     0.000546
        99, 1912.788,     0.01,       0.00073753,       1.4959e-05,         0.073768,       0.0279,       0.0199,        0.019,       0.0195,       0.0216,      0.00312,       0.00058504,       2.7263e-07,         0.058504,       0.0237,       0.0169,       0.0191,       0.0178,       0.0194,     0.000419
       100, 1932.015,     0.01,       0.00075669,       2.6606e-05,         0.075696,       0.0289,       0.0207,       0.0189,       0.0184,       0.0218,      0.00416,       0.00058136,       2.0774e-07,         0.058136,       0.0236,       0.0168,       0.0191,       0.0177,       0.0193,     0.000365
       101, 1951.236,     0.01,       0.00073468,       2.6115e-05,         0.073494,       0.0284,       0.0203,       0.0186,       0.0184,       0.0214,      0.00412,       0.00057615,       5.8171e-08,         0.057615,       0.0235,       0.0168,        0.019,       0.0176,       0.0192,     0.000195
       102, 1970.438,     0.01,        0.0006952,       1.7371e-05,         0.069537,       0.0274,       0.0194,       0.0186,       0.0182,       0.0209,      0.00336,        0.0005709,       2.6754e-07,         0.057091,       0.0234,       0.0167,       0.0189,       0.0175,       0.0191,     0.000417
       103, 1989.649,     0.01,       0.00069398,       3.1418e-05,         0.069429,       0.0273,       0.0195,       0.0184,       0.0184,       0.0209,      0.00452,       0.00056487,        1.082e-07,         0.056487,       0.0233,       0.0166,       0.0189,       0.0174,        0.019,     0.000266
       104, 2008.892,     0.01,       0.00071951,       2.4467e-05,         0.071975,       0.0287,       0.0202,       0.0183,       0.0173,       0.0211,      0.00399,       0.00056036,       1.6556e-07,         0.056036,       0.0232,       0.0165,       0.0188,       0.0173,        0.019,     0.000327
       105, 2028.129,     0.01,       0.00070365,       2.7734e-05,         0.070393,       0.0279,       0.0198,       0.0182,        0.018,        0.021,      0.00423,       0.00055562,       1.2805e-07,         0.055562,       0.0232,       0.0165,       0.0186,       0.0172,       0.0189,     0.000288
       106, 2047.350,     0.01,       0.00073849,       2.0252e-05,         0.073869,       0.0286,       0.0203,       0.0187,       0.0184,       0.0215,      0.00363,       0.00055176,         3.03e-07,         0.055177,       0.0231,       0.0164,       0.0186,       0.0171,       0.0188,     0.000446
       107, 2066.582,     0.01,       0.00069284,       1.6173e-05,           0.0693,       0.0275,       0.0196,       0.0183,        0.018,       0.0208,      0.00324,       0.00054763,       3.8269e-07,         0.054763,        0.023,       0.0164,       0.0185,       0.0171,       0.0187,     0.000495
       108, 2085.794,     0.01,       0.00064526,       1.7028e-05,         0.064543,       0.0262,       0.0187,       0.0183,       0.0176,       0.0202,      0.00333,       0.00054228,        3.834e-07,         0.054229,       0.0229,       0.0163,       0.0185,        0.017,       0.0187,     0.000496
       109, 2104.979,     0.01,        0.0007315,        1.612e-05,         0.073166,       0.0282,       0.0202,       0.0184,       0.0189,       0.0214,      0.00324,       0.00053908,       2.0781e-07,         0.053908,       0.0228,       0.0162,       0.0184,       0.0169,       0.0186,     0.000367
       110, 2124.187,     0.01,       0.00075257,       2.4825e-05,         0.075282,       0.0296,       0.0211,        0.018,       0.0176,       0.0216,      0.00402,       0.00053589,        1.422e-07,         0.053589,       0.0228,       0.0162,       0.0183,       0.0169,       0.0185,     0.000303
       111, 2143.359,     0.01,       0.00065316,       9.9518e-06,         0.065326,       0.0263,       0.0188,       0.0182,       0.0179,       0.0203,      0.00254,       0.00053172,       2.6458e-07,         0.053173,       0.0227,       0.0161,       0.0183,       0.0168,       0.0185,     0.000411
       112, 2162.594,     0.01,       0.00067915,        1.921e-05,         0.067934,       0.0271,       0.0196,        0.018,        0.018,       0.0207,      0.00353,       0.00052751,       1.6901e-07,         0.052752,       0.0226,       0.0161,       0.0182,       0.0167,       0.0184,     0.000327
       113, 2181.816,     0.01,       0.00073167,       1.7892e-05,         0.073185,       0.0287,       0.0205,       0.0182,        0.018,       0.0214,       0.0034,       0.00052568,       4.4187e-07,         0.052568,       0.0226,        0.016,       0.0182,       0.0166,       0.0184,     0.000533
       114, 2201.020,     0.01,       0.00068477,       1.7226e-05,         0.068495,       0.0274,       0.0196,       0.0178,        0.018,       0.0207,      0.00335,       0.00052249,       1.5598e-07,         0.052249,       0.0225,        0.016,       0.0181,       0.0166,       0.0183,     0.000317
       115, 2220.241,     0.01,       0.00070632,       2.2231e-05,         0.070654,       0.0281,       0.0199,       0.0179,       0.0181,        0.021,       0.0038,       0.00051974,       3.4637e-07,         0.051975,       0.0225,        0.016,       0.0181,       0.0165,       0.0183,     0.000474
       116, 2239.741,     0.01,       0.00065911,       2.1576e-05,         0.065932,       0.0274,       0.0195,       0.0172,       0.0169,       0.0202,      0.00374,       0.00051414,       6.2925e-08,         0.051414,       0.0224,       0.0159,       0.0179,       0.0164,       0.0182,     0.000201
       117, 2258.935,     0.01,       0.00064396,       2.6426e-05,         0.064422,       0.0266,        0.019,       0.0174,       0.0173,       0.0201,      0.00413,       0.00051123,       2.1255e-07,         0.051123,       0.0223,       0.0158,       0.0179,       0.0164,       0.0181,     0.000371
       118, 2278.159,     0.01,        0.0006027,       2.2751e-05,         0.060293,       0.0254,       0.0183,       0.0173,        0.017,       0.0195,      0.00384,       0.00050712,       9.5465e-08,         0.050712,       0.0222,       0.0157,       0.0178,       0.0163,        0.018,      0.00025
       119, 2297.370,     0.01,       0.00070045,       1.9896e-05,         0.070065,       0.0283,       0.0207,       0.0173,        0.017,       0.0208,       0.0036,       0.00050433,       2.0249e-07,         0.050433,       0.0221,       0.0157,       0.0178,       0.0163,        0.018,     0.000363
       120, 2316.596,     0.01,       0.00065761,       2.2713e-05,         0.065783,       0.0272,       0.0193,       0.0172,       0.0174,       0.0202,      0.00384,       0.00050145,       1.7245e-07,         0.050145,       0.0221,       0.0157,       0.0177,       0.0162,       0.0179,     0.000335
       121, 2335.805,     0.01,       0.00059405,       1.6042e-05,         0.059421,       0.0255,       0.0184,       0.0169,       0.0163,       0.0193,      0.00323,       0.00049682,       2.6028e-07,         0.049683,        0.022,       0.0156,       0.0177,       0.0161,       0.0178,      0.00041
       122, 2354.994,     0.01,       0.00068948,       1.6535e-05,         0.068965,       0.0273,       0.0204,       0.0175,       0.0178,       0.0208,      0.00328,       0.00049485,       1.7857e-07,         0.049485,       0.0219,       0.0156,       0.0176,       0.0161,       0.0178,     0.000338
       123, 2374.166,     0.01,       0.00062361,       3.0052e-05,         0.062391,       0.0257,       0.0188,       0.0173,       0.0174,       0.0198,      0.00442,       0.00049172,       5.7227e-08,         0.049172,       0.0219,       0.0155,       0.0175,        0.016,       0.0177,     0.000192
       124, 2393.365,     0.01,       0.00071853,       2.6058e-05,         0.071879,       0.0286,       0.0207,       0.0175,       0.0178,       0.0211,      0.00411,       0.00048986,       4.8405e-07,         0.048987,       0.0219,       0.0155,       0.0175,        0.016,       0.0177,      0.00056
       125, 2412.583,     0.01,       0.00055558,       1.1457e-05,         0.055569,       0.0242,       0.0181,       0.0165,       0.0159,       0.0187,      0.00273,       0.00048705,       2.1275e-07,         0.048705,       0.0218,       0.0155,       0.0175,       0.0159,       0.0177,     0.000372
       126, 2431.812,     0.01,        0.0006353,       1.9747e-05,         0.063549,       0.0265,       0.0191,       0.0173,       0.0169,       0.0199,      0.00357,       0.00048389,       2.4052e-07,          0.04839,       0.0217,       0.0154,       0.0174,       0.0159,       0.0176,     0.000398
       127, 2451.038,     0.01,        0.0006134,        9.033e-06,         0.061349,       0.0261,       0.0188,       0.0169,       0.0164,       0.0196,      0.00242,       0.00048007,       1.9565e-07,         0.048007,       0.0216,       0.0153,       0.0173,       0.0158,       0.0175,     0.000353
       128, 2470.221,     0.01,       0.00058316,       3.0445e-05,         0.058346,        0.025,       0.0181,       0.0167,       0.0168,       0.0192,      0.00445,       0.00047683,       2.5646e-07,         0.047684,       0.0216,       0.0153,       0.0173,       0.0157,       0.0175,     0.000409
       129, 2489.428,     0.01,        0.0006789,       1.6785e-05,         0.067907,       0.0281,       0.0204,       0.0167,       0.0166,       0.0205,       0.0033,        0.0004752,       1.1336e-07,          0.04752,       0.0215,       0.0153,       0.0172,       0.0157,       0.0174,      0.00027
       130, 2508.612,     0.01,       0.00059757,       2.3247e-05,         0.059781,        0.026,       0.0186,       0.0165,        0.016,       0.0193,      0.00389,       0.00047291,       6.6799e-08,         0.047291,       0.0215,       0.0152,       0.0172,       0.0156,       0.0174,     0.000205
       131, 2527.821,     0.01,        0.0006655,       1.6989e-05,         0.066567,       0.0276,       0.0201,       0.0168,       0.0167,       0.0203,      0.00332,       0.00047021,       9.4384e-08,         0.047021,       0.0215,       0.0152,       0.0171,       0.0156,       0.0173,     0.000247
       132, 2547.064,     0.01,       0.00061863,        1.096e-05,         0.061874,        0.026,       0.0189,       0.0167,       0.0171,       0.0197,      0.00266,       0.00046927,       3.5576e-07,         0.046927,       0.0214,       0.0152,       0.0171,       0.0156,       0.0173,      0.00048
       133, 2566.285,     0.01,       0.00055543,         1.17e-05,         0.055555,       0.0242,       0.0175,       0.0166,       0.0166,       0.0187,      0.00276,       0.00046642,       1.4361e-07,         0.046642,       0.0213,       0.0151,       0.0171,       0.0155,       0.0173,     0.000305
       134, 2585.455,     0.01,       0.00060082,       2.6633e-05,         0.060109,       0.0254,       0.0185,        0.017,       0.0168,       0.0194,      0.00416,       0.00046476,       1.0906e-07,         0.046476,       0.0213,       0.0151,       0.0171,       0.0155,       0.0172,     0.000266
       135, 2604.640,     0.01,       0.00058151,       2.3915e-05,         0.058175,       0.0254,       0.0183,       0.0163,       0.0162,       0.0191,      0.00394,       0.00046223,       8.8892e-08,         0.046224,       0.0212,        0.015,        0.017,       0.0155,       0.0172,     0.000239
       136, 2623.808,     0.01,       0.00059944,        1.483e-05,         0.059959,        0.026,       0.0188,       0.0164,       0.0162,       0.0193,       0.0031,       0.00045908,       1.8941e-07,         0.045909,       0.0212,        0.015,        0.017,       0.0154,       0.0171,     0.000348
       137, 2643.009,     0.01,       0.00058899,       1.9535e-05,         0.058919,       0.0257,       0.0184,       0.0164,       0.0163,       0.0192,      0.00355,        0.0004565,       8.9608e-08,          0.04565,       0.0211,        0.015,       0.0169,       0.0154,       0.0171,     0.000241
       138, 2662.241,     0.01,       0.00056262,       2.2607e-05,         0.056284,       0.0249,       0.0179,       0.0163,       0.0159,       0.0188,      0.00381,       0.00045337,       7.9805e-08,         0.045337,       0.0211,       0.0149,       0.0168,       0.0153,        0.017,     0.000227
       139, 2681.430,     0.01,       0.00065699,        3.284e-05,         0.065732,       0.0276,       0.0197,       0.0167,       0.0166,       0.0202,      0.00461,       0.00045142,       1.3969e-07,         0.045142,        0.021,       0.0149,       0.0168,       0.0152,        0.017,     0.000303
       140, 2700.625,     0.01,       0.00056574,       1.8255e-05,         0.056592,       0.0251,       0.0181,        0.016,        0.016,       0.0188,      0.00344,       0.00044953,       1.4048e-07,         0.044954,        0.021,       0.0148,       0.0168,       0.0152,        0.017,     0.000301
       141, 2719.815,     0.01,        0.0005519,       7.4083e-06,         0.055198,       0.0246,       0.0177,       0.0163,       0.0158,       0.0186,      0.00219,       0.00044749,       7.9221e-08,         0.044749,       0.0209,       0.0148,       0.0167,       0.0152,       0.0169,     0.000225
       142, 2739.012,     0.01,       0.00054382,       2.0508e-05,         0.054403,       0.0244,       0.0175,       0.0162,       0.0157,       0.0185,      0.00365,       0.00044514,       1.3715e-07,         0.044514,       0.0209,       0.0148,       0.0167,       0.0151,       0.0169,     0.000299
       143, 2758.256,     0.01,       0.00060549,       2.2553e-05,         0.060571,       0.0261,        0.019,       0.0164,       0.0162,       0.0194,      0.00382,         0.000444,       1.2481e-07,         0.044401,       0.0208,       0.0147,       0.0167,       0.0151,       0.0168,     0.000286
       144, 2777.507,     0.01,       0.00064421,       2.1136e-05,         0.064442,       0.0276,       0.0201,       0.0161,       0.0158,       0.0199,      0.00371,        0.0004442,       8.4961e-08,          0.04442,       0.0208,       0.0147,       0.0167,       0.0151,       0.0168,     0.000235
       145, 2796.746,     0.01,       0.00050893,       9.9588e-06,         0.050903,       0.0236,       0.0172,       0.0156,        0.015,       0.0178,      0.00254,       0.00043985,       5.2777e-08,         0.043985,       0.0208,       0.0147,       0.0166,        0.015,       0.0168,     0.000182
       146, 2815.972,     0.01,       0.00056683,       1.7663e-05,         0.056701,       0.0255,       0.0184,       0.0157,       0.0153,       0.0187,      0.00338,       0.00043759,        2.529e-07,         0.043759,       0.0207,       0.0146,       0.0166,        0.015,       0.0167,     0.000407
